,id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,city,latitude,longitude,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_discount_percentage,monthly_discount_percentage,security_deposit_ratio_to_price,cleaning_fee_ratio_to_price,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,AMN_24-hour check-in,AMN_air conditioning,AMN_breakfast,AMN_buzzer/wireless intercom,AMN_cable tv,AMN_carbon monoxide detector,AMN_cat(s),AMN_dog(s),AMN_doorman,AMN_dryer,AMN_elevator in building,AMN_essentials,AMN_family/kid friendly,AMN_fire extinguisher,AMN_first aid kit,AMN_free parking on premises,AMN_gym,AMN_hair dryer,AMN_hangers,AMN_heating,AMN_hot tub,AMN_indoor fireplace,AMN_internet,AMN_iron,AMN_kitchen,AMN_laptop friendly workspace,AMN_lock on bedroom door,AMN_other pet(s),AMN_pets allowed,AMN_pets live on this property,AMN_pool,AMN_safety card,AMN_shampoo,AMN_smoke detector,AMN_smoking allowed,AMN_suitable for events,AMN_translation missing: en.hosting_amenity_49,AMN_translation missing: en.hosting_amenity_50,AMN_tv,AMN_washer,AMN_wheelchair accessible,AMN_wireless internet,BED=Airbed,BED=Couch,BED=Futon,BED=Pull-out Sofa,BED=Real Bed,POPTY=Apartment,POPTY=Bed & Breakfast,POPTY=Bungalow,POPTY=Cabin,POPTY=Camper/RV,POPTY=Chalet,POPTY=Condominium,POPTY=Dorm,POPTY=Earth House,POPTY=House,POPTY=Loft,POPTY=Other,POPTY=Tent,POPTY=Townhouse,POPTY=Treehouse,POPTY=Villa,POPTY=Yurt
12,7132603,2014-03-24,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'jumio']",t,Asheville,35.5907956908,-82.5876604149,t,2,2,1.0,1.0,1.0,80.0,0.0,0.0,0.0,0.0,1,$0.00,1,1125,28,58,88,363,21,2015-07-05,2016-04-17,9.5,10.0,10.0,10.0,10.0,9.0,9.0,f,f,2,f,f,2.14,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,3645277,2013-08-19,100%,95%,f,2,2,"['email', 'phone', 'google', 'reviews', 'kba']",t,Asheville,35.5744657823,-82.5738387488,t,2,4,1.0,1.0,2.0,85.0,0.0,0.0,1.11764705882,0.705882352941,2,$35.00,1,13,18,44,67,334,30,2014-07-28,2016-02-15,9.3,10.0,10.0,10.0,10.0,9.0,9.0,f,f,2,f,f,1.41,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,1493307,2013-08-06,100%,94%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,Asheville,35.5733327135,-82.5744066009,t,2,2,1.0,1.0,1.0,58.0,0.187192118227,0.0,0.0,0.0,2,$28.00,2,1125,0,3,33,308,29,2014-05-25,2015-08-18,9.8,10.0,10.0,10.0,10.0,9.0,10.0,f,f,2,f,f,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,4937473,2014-07-29,100%,40%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5862719476,-82.5765590483,t,2,1,1.5,1.0,1.0,110.0,0.181818181818,0.424242424242,0.909090909091,0.227272727273,1,$0.00,1,365,30,60,90,365,2,2015-01-04,2015-03-12,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,0.13,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,7712679,2011-08-08,100%,99%,f,6,6,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.5828804048,-82.5908485262,t,3,1,1.0,0.0,1.0,65.0,0.0,0.448717948718,4.61538461538,0.692307692308,0,$0.00,7,1125,30,60,90,180,5,2015-09-14,2016-04-05,10.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,3,f,t,0.68,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6054250,2012-02-28,100%,100%,t,1,1,"['email', 'phone', 'manual_online', 'facebook', 'reviews', 'manual_offline']",t,Asheville,35.5751723624,-82.5782665443,t,3,2,1.0,1.0,1.0,111.0,0.131274131274,0.339339339339,0.0,0.18018018018,2,$0.00,1,30,5,16,38,198,102,2015-04-25,2016-04-18,9.9,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,8.38,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,6177422,2015-04-27,100%,100%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5874124859,-82.5769546282,t,3,4,1.0,2.0,2.0,125.0,0.2,0.466666666667,2.0,0.6,0,$0.00,3,30,10,25,38,279,46,2015-05-17,2016-04-18,9.9,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,4.02,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,612660,2012-07-24,100%,96%,t,3,3,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.5790126829,-82.5888683672,t,3,2,2.0,1.0,1.0,105.0,0.0,0.206349206349,2.38095238095,0.285714285714,1,$0.00,3,90,7,23,36,289,52,2012-08-20,2016-02-12,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,t,t,1.16,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,4764715,2012-09-01,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.5733856622,-82.5734011316,t,3,2,1.0,1.0,1.0,88.0,0.0665584415584,0.318181818182,1.42045454545,0.284090909091,2,$45.00,2,1125,7,19,35,301,99,2015-01-03,2016-04-17,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,t,2,f,f,6.24,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,11284356,2016-02-16,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'google', 'linkedin', 'amex', 'reviews', 'kba']",t,Asheville,35.5705027773,-82.5706664926,t,3,2,1.0,1.0,1.0,175.0,0.0,0.0,0.0,0.228571428571,2,$0.00,2,7,6,15,15,15,7,2016-03-02,2016-04-18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,3.96,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,8282917,2014-02-08,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5820397158,-82.5733011749,t,3,2,1.0,1.0,1.0,96.0,0.107142857143,0.0,1.04166666667,0.3125,2,$20.00,2,1125,11,24,40,312,36,2015-09-21,2016-04-12,9.9,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,5.0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,1785262,2013-03-21,100%,96%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5871321029,-82.5752123799,t,3,2,1.0,1.0,1.0,85.0,0.159663865546,0.343137254902,0.0,0.258823529412,0,$0.00,2,6,15,38,68,68,111,2013-11-05,2016-04-17,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,t,3.7,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,11653712,2014-09-12,100%,78%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.57907032,-82.5877259188,t,3,3,1.5,1.0,2.0,80.0,0.0,0.0,0.0,0.3125,1,$0.00,1,1125,0,6,27,296,1,2016-04-11,2016-04-11,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,5131525,2011-08-08,100%,99%,f,6,6,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.5786779403,-82.5875088928,f,3,2,1.0,1.0,1.0,101.0,0.0,0.438943894389,1.9801980198,0.49504950495,2,$50.00,3,1125,21,44,71,161,12,2015-04-01,2016-04-04,9.7,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,t,0.93,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5354494,2015-02-14,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,Asheville,35.5747242128,-82.5900597549,t,3,4,1.0,2.0,2.0,99.0,0.0707070707071,0.33771043771,2.0202020202,0.505050505051,1,$0.00,2,1125,12,31,51,51,46,2015-02-23,2016-02-01,9.1,10.0,10.0,10.0,10.0,9.0,9.0,f,t,2,f,f,3.26,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,12250733,2013-06-06,100%,99%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,Asheville,35.5692058406,-82.5735840013,t,3,7,2.5,3.0,3.0,145.0,0.0,0.0,0.0,0.655172413793,4,$20.00,1,1125,11,31,52,52,2,2016-04-17,2016-04-21,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,2.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,3741771,2012-05-16,100%,100%,f,2,2,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,Asheville,35.5796485251,-82.5817241744,t,3,4,1.0,1.0,2.0,115.0,0.00621118012422,0.420289855072,1.73913043478,0.652173913043,2,$15.00,1,1125,4,18,24,271,127,2014-08-31,2016-04-17,9.6,10.0,10.0,10.0,10.0,9.0,9.0,f,f,3,f,f,6.33,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,9756931,2015-05-24,,,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.575729768,-82.5863229249,t,3,4,2.0,2.0,2.0,125.0,0.0,0.0,0.0,0.24,4,$10.00,2,27,3,3,3,113,1,2015-12-27,2015-12-27,10.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,2,f,f,0.26,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,6480745,2013-04-24,98%,99%,f,3,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5729839934,-82.5899030991,t,3,6,1.0,2.0,3.0,99.0,0.0,0.0,3.0303030303,0.505050505051,2,$20.00,2,1125,5,5,32,307,38,2015-06-08,2016-04-05,9.5,10.0,10.0,10.0,10.0,10.0,10.0,f,t,3,f,f,3.57,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,4662490,2014-07-14,100%,100%,f,1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,Asheville,35.5820528627,-82.5924558798,t,3,3,2.5,2.0,1.0,99.0,0.134199134199,0.0,0.0,0.0,3,$25.00,2,1125,1,1,1,1,6,2014-12-24,2016-04-18,8.8,9.0,8.0,10.0,10.0,10.0,9.0,f,f,1,f,f,0.37,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4830661,2013-10-16,100%,83%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,Asheville,35.5801386124,-82.5774198337,t,3,4,1.0,1.0,2.0,120.0,0.0714285714286,0.258888888889,2.08333333333,0.25,4,$20.00,2,30,3,3,3,4,40,2014-12-30,2016-04-12,9.7,10.0,10.0,10.0,10.0,10.0,9.0,f,f,3,f,f,2.51,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,8895397,2012-06-17,100%,85%,t,1,1,"['email', 'phone', 'reviews']",f,Asheville,35.5839444797,-82.5924267539,f,3,4,1.5,2.0,2.0,135.0,0.0,0.0,0.0,0.185185185185,4,$15.00,2,1125,18,37,67,342,21,2015-10-16,2016-03-26,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,3.28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,1332684,2012-07-01,100%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5833995724,-82.5912609576,t,3,3,1.0,1.0,1.0,90.0,0.206349206349,0.338888888889,1.11111111111,0.333333333333,2,$20.00,2,31,17,41,56,324,176,2013-08-18,2016-04-11,9.3,10.0,10.0,10.0,10.0,9.0,9.0,f,t,3,f,f,5.4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2454666,2013-11-24,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,Asheville,35.5794270621,-82.586815777,t,3,4,1.0,2.0,2.0,140.0,0.132653061224,0.428571428571,1.78571428571,0.0,1,$0.00,2,1125,11,26,43,298,60,2014-03-24,2016-03-20,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,t,3,f,f,2.37,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6599654,2012-05-13,100%,87%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Asheville,35.5829419096,-82.5886323009,t,3,4,1.0,2.0,2.0,120.0,0.107142857143,0.305555555556,1.66666666667,0.208333333333,2,$10.00,1,1125,15,39,62,337,28,2015-08-31,2016-04-11,9.5,10.0,10.0,10.0,10.0,9.0,9.0,f,f,2,f,f,3.57,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,2761822,2013-01-18,90%,80%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,Asheville,35.5809718505,-82.5764328574,t,3,6,1.5,3.0,3.0,279.0,0.232462877624,0.0,3.58422939068,0.21146953405,0,$0.00,2,28,0,0,13,13,44,2014-04-28,2016-03-30,9.6,10.0,10.0,10.0,10.0,10.0,9.0,f,f,3,f,f,1.82,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,8403131,2014-08-24,100%,96%,t,1,1,"['phone', 'reviews']",f,Asheville,35.5752190469,-82.5706396957,t,3,8,2.5,2.0,3.0,260.0,0.120879120879,0.487179487179,0.0,0.288461538462,4,$25.00,2,1125,0,1,1,266,24,2015-09-21,2016-04-18,9.8,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,3.38,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
